sigma0,M,alpha,G,b,rho,solute,c,T,epsd,rp,rc,fp,beta,sigma,sigmae
15.13539257,3.002093234,0.324905624,29959487616,1.74E-10,7.01144E+12,0,0.017494221,510.2385812,0.452636862,1.74E-09,7.60E-09,0.016342337,0.556152411,142.9720462,147.6464948
18.84921625,3.835914768,0.664656344,26179485291,1.72E-10,5.73625E+12,1,0.027514955,356.7876992,0.412487392,1.97E-09,8.12E-09,0.012175779,0.6600584,319.2826189,321.8908296
26.26216908,3.596046953,0.436489641,23440292738,2.17E-10,5.23695E+12,0,0.029547212,520.640602,0.037218181,1.65E-09,1.20E-08,0.027091161,0.639998223,153.0390659,160.8197593
14.03086018,2.472825801,0.524955566,20299457575,3.45E-10,3.39585E+12,0,0.023932855,364.7499444,0.484195436,1.35E-09,1.14E-08,0.011162461,0.609868298,106.3628448,109.5870958
21.24067259,2.996864727,0.492176883,26745140872,2.09E-10,4.28546E+12,1,0.01561802,432.9667615,0.866474422,1.79E-09,8.73E-09,0.020192625,0.645627176,217.1990229,222.1409454
11.40120742,2.162116962,0.420620186,22268095632,1.99E-10,5.40944E+12,5,0.027920062,356.4231356,0.452673248,1.61E-09,8.37E-09,0.008747945,0.587805797,217.9413542,213.9431446
12.874847,2.60119171,0.46049315,21552081789,1.81E-10,7.19144E+12,5,0.029803861,517.9056839,0.355243986,1.06E-09,8.37E-09,0.015455427,0.506892639,243.212756,247.6857272
12.33304306,3.133642541,0.674454244,22497522042,3.16E-10,1.75669E+12,0,0.016860057,333.249608,0.511967751,1.44E-09,7.78E-09,0.002186112,0.638842666,113.7540666,115.2773686
22.60006337,2.175266326,0.407242806,28566125830,2.35E-10,2.44551E+12,4,0.016381724,406.8908154,0.698917095,1.08E-09,7.34E-09,0.020387188,0.361978606,136.2795855,132.8276027
19.14906635,3.060412161,0.656819961,28441732152,1.25E-10,2.49729E+12,5,0.018491886,554.6851162,0.954082648,1.46E-09,7.03E-09,0.025266375,0.380788072,228.3748051,229.0313346
15.2192718,3.496223825,0.491831018,20426952407,1.71E-10,2.70575E+12,4,0.023318656,586.6293092,0.238254795,1.64E-09,7.46E-09,0.022858916,0.459878782,212.6332987,212.7154376
28.85210039,2.937471053,0.306014624,21387855637,3.77E-10,3.84757E+12,2,0.01417882,457.0366243,0.665497147,1.76E-09,9.77E-09,0.020736817,0.540842255,132.6842441,127.384495
28.23730236,2.476517788,0.65643822,22549073203,2.21E-10,8.70567E+12,3,0.017835599,482.9154354,0.595995104,1.02E-09,9.85E-09,0.005739099,0.515868009,75.17178296,72.58374546
21.16156161,2.158744952,0.675877787,24739902295,3.45E-10,6.30734E+12,3,0.015238975,445.1355326,0.392752136,1.18E-09,7.90E-09,0.026966451,0.350428372,125.9077278,119.5021286
29.53212825,3.834217565,0.540921693,25796390454,3.60E-10,2.60108E+12,3,0.025747992,570.3152515,0.794779457,1.50E-09,7.67E-09,0.024286075,0.695781596,396.7028916,399.9566899
13.93346761,3.459123256,0.634815284,27379643487,1.38E-10,8.0176E+12,2,0.015713736,469.7872676,0.609771945,1.87E-09,1.07E-08,0.005573473,0.63337313,66.55494459,64.6846475
19.81400459,3.195710161,0.575064625,23625005471,2.25E-10,6.84185E+12,1,0.018332973,517.5389223,0.585506486,1.94E-09,1.24E-08,0.016689815,0.406574096,164.8462257,162.5681588
22.43347487,3.825800776,0.590241075,29620610895,1.44E-10,8.27786E+12,1,0.024504767,421.7902987,0.145165102,1.70E-09,9.38E-09,0.007402969,0.415415158,219.7786704,228.5352453
18.30955875,2.688327915,0.620487714,21642751368,1.97E-10,9.6551E+12,4,0.014047175,418.5450959,0.144957422,1.97E-09,1.01E-08,0.027884547,0.43249461,146.3779372,148.3372265
26.2459043,2.413689255,0.353061812,24432092544,3.57E-10,3.61251E+12,3,0.018493518,428.0659414,0.793433527,1.06E-09,8.69E-09,0.008677135,0.475723544,98.77593147,107.642954
18.20012344,2.405600477,0.510408708,25256828643,1.35E-10,6.36273E+12,5,0.013937752,500.5708746,0.076199368,1.79E-09,7.32E-09,0.013184282,0.615970166,158.2915279,158.9043648
24.0600095,2.489498004,0.647372192,24544648962,2.78E-10,2.21358E+12,0,0.011292929,325.7322269,0.699415302,1.47E-09,7.03E-09,0.017761449,0.328510404,108.2646983,111.4986546
14.33133917,2.554344401,0.6937537,23294434839,3.00E-10,3.64603E+12,2,0.011406618,521.5486535,0.468305764,1.42E-09,8.28E-09,0.005234387,0.324018412,56.94683306,58.52798633
12.12538495,3.903521393,0.692677754,29067940853,3.73E-10,9.83112E+12,4,0.02648095,431.9425524,0.816400542,1.72E-09,1.03E-08,0.012067658,0.632136569,439.6751242,434.1435836
26.49501593,3.902282693,0.392959295,26773685173,2.27E-10,9.93618E+12,3,0.022724021,440.3760684,0.053625337,1.89E-09,6.95E-09,0.014978762,0.348350339,187.2430511,193.9302049
11.8691525,2.884546229,0.647026835,20093317690,2.48E-10,9.17351E+12,5,0.012075316,508.4014548,0.955641741,1.35E-09,1.01E-08,0.011363349,0.502256934,176.8470547,181.9827157
19.10815354,3.905782362,0.499360412,27446863898,2.13E-10,5.78956E+12,0,0.024067894,555.7045913,0.538913929,1.50E-09,6.83E-09,0.026696641,0.368409677,211.4610482,213.5900197
26.33249707,3.250784701,0.660841205,24577592857,1.41E-10,4.85653E+12,3,0.019081322,585.3757279,0.395164435,1.16E-09,7.64E-09,0.006531461,0.698487002,95.81131569,91.13894635
17.46779761,3.242756881,0.496203431,22540354556,2.98E-10,5.85262E+12,3,0.023460978,585.2546067,0.797013023,1.64E-09,8.81E-09,0.008094422,0.634348333,154.6493688,151.3514405
28.28063325,2.301913917,0.417138182,29068313722,3.51E-10,6.67709E+12,5,0.010023279,362.309397,0.117867379,1.77E-09,1.18E-08,0.005176324,0.405018876,136.2675024,141.4134324
11.74878964,3.823493994,0.653853725,29923861647,3.94E-10,3.6593E+12,4,0.019845249,388.6729347,0.566188426,1.52E-09,7.94E-09,0.019498139,0.386477148,390.534904,398.6041251
11.36324115,3.13912775,0.335469148,22625367059,3.27E-10,2.37253E+12,5,0.017607339,368.7222556,0.703353747,1.86E-09,9.27E-09,0.014269764,0.4775366,276.2633959,267.6587024
20.82934282,2.677483389,0.490597657,20094629493,1.59E-10,4.00007E+12,2,0.012394651,431.9206659,0.923336366,1.84E-09,1.00E-08,0.018694354,0.338849198,38.69638597,38.84902321
15.70525091,3.606293319,0.629985662,28044128962,2.69E-10,7.55024E+12,3,0.022557967,399.6475752,0.085455342,1.20E-09,9.91E-09,0.012653241,0.378990027,156.7198729,149.7704981
10.70146525,2.546260717,0.541174699,25508831140,3.57E-10,2.14202E+12,1,0.025035245,571.2631718,0.894559419,1.34E-09,1.05E-08,0.005103565,0.341355503,144.9398376,152.6031717
29.66443415,2.574281788,0.358581552,23076521998,1.57E-10,4.09905E+12,3,0.012611482,406.1918239,0.833291933,1.45E-09,6.95E-09,0.017116559,0.34427906,70.77467953,65.52603856
10.09082116,3.25425175,0.646621716,29307375536,3.97E-10,7.90113E+12,3,0.026778688,487.9750592,0.23091243,1.93E-09,7.85E-09,0.008422987,0.300115576,212.0581168,215.8803989
10.35610349,3.272745224,0.358370005,29880432063,2.37E-10,9.86025E+12,5,0.029509336,375.5275268,0.931784818,1.27E-09,1.04E-08,0.011722444,0.373070287,340.0196512,340.9064617
13.87379189,2.891832663,0.347565903,29550409261,3.15E-10,4.38961E+12,5,0.018031624,444.201712,0.751726589,1.21E-09,1.07E-08,0.028603243,0.596682533,294.1253513,302.5600866
20.61422348,3.577919859,0.597250715,27988575034,2.94E-10,8.58681E+12,2,0.026707473,319.034195,0.343653988,1.24E-09,1.00E-08,0.025212933,0.3802729,160.2376667,166.6817154
28.23088725,3.044445311,0.591521481,23553978753,2.76E-10,3.03704E+11,3,0.01517889,394.3053899,0.184906301,1.21E-09,6.98E-09,0.006272468,0.646288323,123.6266699,126.7038795
10.31932823,3.92516921,0.547094313,23168522556,3.74E-10,8.49058E+12,4,0.022587808,497.3353596,0.749039805,1.85E-09,6.87E-09,0.016317191,0.499874363,438.46811,445.2022843
14.17757005,3.941106956,0.635099808,25442197590,2.71E-10,6.38486E+12,2,0.019243302,317.6069628,0.202774213,1.77E-09,1.07E-08,0.012002646,0.305437221,109.1899122,115.5017835
18.9051986,2.601904042,0.428329574,20606897629,2.24E-10,2.80191E+12,4,0.02730374,581.9191686,0.476244572,1.44E-09,9.58E-09,0.017354893,0.47856619,163.2955087,171.4641249
29.95807345,3.142222266,0.464786192,26943311902,1.30E-10,8.85069E+12,5,0.025549664,450.903296,0.206560988,1.65E-09,7.77E-09,0.011902328,0.642206709,291.3560941,300.9728819
26.92250002,3.734019594,0.561991196,26748679883,3.87E-10,7.68261E+12,3,0.013895348,572.1215635,0.539451567,1.24E-09,7.99E-09,0.010255759,0.33624821,180.7059772,178.3962305
28.8686291,2.823138597,0.505030852,20092725569,1.97E-10,9.8666E+12,5,0.016838199,477.8568365,0.077571113,1.32E-09,9.82E-09,0.011009212,0.358684461,170.2487226,166.0908978
24.37581163,3.674461567,0.541334789,21087760127,2.80E-10,3.55681E+12,5,0.014926353,550.9841742,0.897120004,1.48E-09,1.00E-08,0.010965257,0.305475643,219.172004,218.4497799
10.72226436,3.995522311,0.616610498,28032367026,3.71E-10,5.52981E+12,5,0.027449302,385.3492059,0.232982323,1.77E-09,1.11E-08,0.007862089,0.672208679,483.3205179,476.9540687
14.69008245,2.120766548,0.601651277,28731428013,3.20E-10,8.34414E+12,4,0.027727605,459.0708465,0.127285719,1.30E-09,1.07E-08,0.010701762,0.653269178,190.3772337,188.4263394
23.6717299,2.782666494,0.36888833,24474347266,1.62E-10,6.98031E+12,1,0.017944944,361.4151265,0.725371895,1.67E-09,1.06E-08,0.006451295,0.610379355,137.301748,135.6806583
28.80410775,3.061247061,0.362477523,21284503740,1.09E-10,7.48548E+12,5,0.017291129,319.2758119,0.914082652,1.54E-09,9.35E-09,0.010954804,0.535062423,207.1052119,214.1971578
19.83709256,3.104267862,0.694956183,29432132516,1.58E-10,4.23571E+12,2,0.015225192,550.4106265,0.403269946,1.53E-09,8.21E-09,0.01742812,0.651611506,117.1465942,119.0062568
24.80776229,2.778043791,0.433443912,21741289157,1.80E-10,4.9071E+11,2,0.024849615,334.7420329,0.06870783,1.96E-09,8.61E-09,0.003445723,0.344004681,34.27485987,39.11385225
27.58853833,3.472739963,0.422416179,21089069317,2.00E-10,2.9554E+11,2,0.02786284,325.284336,0.899742302,1.83E-09,1.24E-08,0.011119156,0.3489253,50.36031539,51.55046648
10.21378983,2.815564181,0.342427631,29578699434,3.44E-10,4.15842E+12,3,0.015746031,300.7867511,0.645531584,1.79E-09,8.21E-09,0.010556563,0.632317889,206.105191,205.619042
19.85412087,2.825775541,0.600364553,22090463464,2.38E-10,1.66183E+12,5,0.021649679,431.3352801,0.121847211,1.44E-09,1.16E-08,0.02745409,0.650700614,247.333161,257.2451724
25.54756585,3.025268644,0.361804579,21472731983,1.16E-10,5.94553E+12,3,0.023702685,412.7931836,0.076262747,1.65E-09,7.55E-09,0.001362643,0.312685197,59.60900126,65.05584286
19.85949624,2.269066041,0.373557918,20197898896,1.31E-10,6.58508E+12,2,0.010871186,416.0525252,0.991777393,1.11E-09,8.42E-09,0.006402707,0.606322792,28.37503247,21.5795271
23.17563166,3.366599562,0.669369448,27124445573,2.02E-10,4.59031E+12,1,0.011095343,408.8494792,0.696743752,1.12E-09,6.63E-09,0.008128937,0.605872672,190.4900375,180.8224217
26.18503932,2.127771378,0.389480357,24164949638,2.53E-10,5.74073E+12,1,0.011084086,390.6686562,0.003817924,1.89E-09,6.62E-09,0.013782952,0.456619181,130.444974,124.8598779
14.79106524,3.180315753,0.4700738,28637205417,2.87E-10,4.37669E+12,1,0.016180322,328.1552636,0.818791833,1.51E-09,7.98E-09,0.001230917,0.381502799,159.681467,161.704604
22.31339112,2.330121607,0.397393087,25495532645,3.14E-10,2.02718E+11,4,0.026839808,497.5316155,0.979861103,1.59E-09,7.77E-09,0.020113462,0.409556621,198.4565097,203.464821
12.80863683,3.772628925,0.566727078,26956396446,3.14E-10,2.23436E+12,4,0.019486285,501.961898,0.640932474,1.28E-09,7.70E-09,0.015666081,0.351577511,263.2169692,264.9943042
11.30883442,3.159899326,0.669635774,29684059844,3.88E-10,9.94949E+12,3,0.017766509,309.5758614,0.362398915,1.92E-09,9.58E-09,0.008115694,0.628944086,256.9397906,256.8438244
19.96220942,2.499899457,0.412155559,21551203980,1.45E-10,8.34543E+12,4,0.012902802,307.713292,0.991730052,1.28E-09,7.50E-09,0.029266067,0.442404051,130.097923,135.5694783
16.76141877,2.582483653,0.46843469,29296872151,2.65E-10,7.02461E+11,4,0.022773153,360.9719385,0.200121833,1.93E-09,6.69E-09,0.008809947,0.541754164,231.5413136,239.246559
11.15071695,3.448924743,0.468606774,23795538351,1.16E-10,8.96621E+12,2,0.025525209,519.5243168,0.372704306,1.82E-09,6.61E-09,0.015410158,0.543337539,97.44666759,99.39170212
19.64153415,3.39518368,0.647426472,27181806447,2.28E-10,7.87991E+12,4,0.027455194,399.6352111,0.446995579,1.06E-09,7.73E-09,0.024287809,0.534061842,321.1601048,323.8133363
19.33739294,2.213795796,0.437415764,27733677753,1.13E-10,6.1974E+12,3,0.020975289,599.5655527,0.512501209,1.42E-09,1.16E-08,0.019346386,0.502171665,53.346741,46.97131247
25.10110408,3.432620718,0.436286019,20511142456,2.16E-10,4.58321E+12,3,0.02575194,490.0677763,0.267773122,1.56E-09,1.14E-08,0.02963272,0.443513466,119.9342276,125.2785517
11.02565781,2.406429649,0.498069208,23523334071,3.42E-10,9.14392E+12,4,0.011183117,348.4032734,0.656830984,1.16E-09,7.06E-09,0.019526727,0.346097194,165.9336237,174.2379145
18.58861946,3.574699185,0.326015818,21099959258,2.27E-10,6.13574E+12,1,0.013193162,585.8569402,0.308417341,1.81E-09,6.82E-09,0.009641817,0.58092471,192.7145605,188.8018979
23.44519311,3.929000244,0.436753046,26788154042,1.47E-10,7.98191E+12,5,0.021848449,474.9864373,0.295730537,1.19E-09,8.18E-09,0.006041367,0.589687583,299.4144065,297.2955918
29.21540402,2.40450883,0.671201002,24479923182,3.54E-10,2.42913E+12,3,0.013387939,467.8675194,0.126205094,1.44E-09,9.85E-09,0.013014772,0.577804272,115.7030627,114.8374711
27.73200996,3.33815577,0.611451681,23595017922,2.51E-10,6.26884E+12,4,0.011998753,572.5968474,0.75606173,1.23E-09,7.79E-09,0.027049613,0.390419721,195.4195401,197.7380874
22.41091224,3.860740901,0.306691687,23976082823,2.01E-10,7.74336E+12,0,0.023854945,374.764124,0.999158184,2.00E-09,9.92E-09,0.022133814,0.552486065,180.2763784,171.5513904
16.1998303,3.588617703,0.547665691,29549837408,1.29E-10,2.757E+12,4,0.022299096,575.0223793,0.924790768,1.15E-09,1.13E-08,0.020528571,0.695571109,201.9878996,199.2684716
12.68935777,2.596208586,0.506538487,22735810539,2.19E-10,2.10371E+12,2,0.025192849,467.1553866,0.894572807,1.80E-09,1.04E-08,0.007651134,0.595554883,59.04969708,49.74676806
10.14023285,2.97839452,0.361281575,21689597304,1.38E-10,8.15236E+11,5,0.020471596,398.2711146,0.373647238,1.77E-09,1.11E-08,0.017008406,0.54703047,214.6495261,223.4502495
12.96198731,2.51792157,0.402044549,24465272913,3.60E-10,8.80116E+12,0,0.011292272,362.5257516,0.697747364,1.85E-09,6.90E-09,0.024880311,0.523974486,239.8763143,230.9629485
12.42686193,2.912481446,0.436087787,26550340050,1.20E-10,8.99536E+12,2,0.010094975,430.9815906,0.351480445,1.87E-09,9.92E-09,0.012556299,0.685389307,60.58911388,59.3835905
12.73769306,3.623913164,0.472418715,28595436845,2.74E-10,7.81709E+12,2,0.0167245,308.2642875,0.813256247,1.10E-09,9.98E-09,0.023673055,0.388053354,131.8697588,134.9299519
13.19236646,2.506548863,0.644868213,26132664932,1.48E-10,3.31082E+12,4,0.01377225,511.2564702,0.607352145,1.95E-09,6.82E-09,0.029839373,0.682144935,201.7181061,197.5648518
21.2742676,3.56303826,0.540403132,25540383349,1.77E-10,3.73927E+12,5,0.024818501,338.8293941,0.168853933,1.30E-09,6.82E-09,0.00842455,0.550215622,343.1535343,343.3420815
19.7365776,2.846010606,0.399654291,27380786899,3.88E-10,6.23626E+12,3,0.013755004,590.7703988,0.417776007,1.10E-09,1.24E-08,0.012899139,0.41991606,99.8969059,94.00432029
21.00857229,3.942106122,0.551073162,20957272532,3.94E-10,4.02514E+12,5,0.012766701,430.0244737,0.616241177,1.84E-09,7.15E-09,0.006634143,0.698271648,381.4242451,389.9378885
16.90776082,3.115078502,0.583651477,28833197377,1.14E-10,3.51745E+12,5,0.026490357,561.3542248,0.519813445,1.28E-09,8.21E-09,0.029190964,0.625101542,292.1760389,290.7848305
10.46180087,3.608378182,0.318572583,29896654844,2.14E-10,7.38497E+12,0,0.023816573,484.063931,0.866029294,1.05E-09,1.07E-08,0.017134416,0.380796357,122.1934829,123.218141
28.92638964,3.998976928,0.597406464,28910368979,2.91E-10,9.56448E+12,3,0.028338776,449.6022958,0.524143687,1.18E-09,1.23E-08,0.027621521,0.613834188,255.5479806,260.5495152
16.77305452,3.527907581,0.303594332,26625533802,3.21E-10,9.85076E+12,2,0.016149451,312.7162375,0.42915756,1.68E-09,9.67E-09,0.013445306,0.622500425,172.8308812,182.7834589
12.25957669,3.556064383,0.638377612,26659998623,2.93E-10,3.6327E+12,3,0.029892162,300.4570756,0.737951539,1.14E-09,8.93E-09,0.023593425,0.535699436,243.935403,234.1258233
18.23825769,2.725889351,0.499945355,26747644587,1.69E-10,5.63589E+12,1,0.016777683,450.0364757,0.41906249,1.32E-09,9.18E-09,0.015721928,0.479649154,139.879334,146.365157
27.3187737,2.118727738,0.45734138,28022668718,2.41E-10,2.3281E+12,3,0.025708179,533.5573816,0.828288051,1.75E-09,7.06E-09,0.019240943,0.655388637,170.2745266,170.6826815
21.7233453,2.842784753,0.58670359,28730185561,1.68E-10,8.22788E+12,0,0.013208069,554.9525886,0.857088204,1.89E-09,1.03E-08,0.004610512,0.417817533,68.68471605,68.9552979
15.46707217,2.034491388,0.372443736,22088181206,3.90E-10,4.95052E+12,5,0.018135597,569.1432625,0.586944414,1.59E-09,1.12E-08,0.029284635,0.491499803,183.5484921,183.9993672
19.78223256,3.771073263,0.516798702,28991797902,2.94E-10,9.15899E+12,5,0.025056362,443.7034528,0.710466178,1.80E-09,1.08E-08,0.016877647,0.602000488,444.3272768,445.1859665
15.01360909,2.710537695,0.405674357,21000131322,3.49E-10,5.11364E+12,0,0.014945586,452.7192965,0.879946466,1.22E-09,1.17E-08,0.009747347,0.638225498,95.00851823,101.1659768
19.73185564,2.388497871,0.359061884,23654745699,2.93E-10,4.94898E+12,5,0.019143993,547.2391976,0.296346742,1.34E-09,8.99E-09,0.006211962,0.585539388,180.5055854,186.5661888
15.85909777,3.991067599,0.359423359,21591046374,1.10E-10,9.9306E+12,2,0.02320528,526.7715338,0.376855082,1.84E-09,9.88E-09,0.023167598,0.659074172,82.43511233,75.64037586
26.66808168,2.026846348,0.372874649,24676043910,2.16E-10,5.65294E+12,0,0.021573749,558.7188176,0.317748962,1.96E-09,1.15E-08,0.028027323,0.670545855,93.69472466,96.59926076
22.41702104,3.959551671,0.548949536,27066886755,3.39E-10,4.65672E+12,5,0.020741287,316.7036446,0.595110983,1.01E-09,8.48E-09,0.009724261,0.513442937,404.640193,405.3410032
13.1644791,2.728321227,0.359299943,25110897157,2.16E-10,4.86159E+12,3,0.021635316,533.3239725,0.441237593,1.26E-09,1.10E-08,0.017500572,0.676280221,103.3600691,104.9666205
10.39229114,3.590081636,0.496162278,22250533614,2.77E-10,6.16984E+12,0,0.010507947,316.6847455,0.328027966,1.55E-09,8.31E-09,0.026929093,0.624360853,223.4149455,223.8291904
29.5446792,3.359095793,0.635345588,20644208439,1.11E-10,2.83875E+12,2,0.021973063,384.9815775,0.599925893,1.90E-09,8.28E-09,0.020998966,0.631802283,80.46949395,82.47820604
13.86059421,2.394750847,0.302959238,23705296106,1.47E-10,8.54243E+12,3,0.02119704,526.2152981,0.973385346,1.49E-09,9.70E-09,0.013608914,0.461521312,65.06191937,68.41151151
15.35009564,3.317645928,0.514744707,28649157375,2.11E-10,9.04613E+12,2,0.012573881,471.802699,0.364639925,1.32E-09,8.07E-09,0.012594847,0.679408275,143.8903335,146.1610414
16.47929387,3.272101537,0.609546951,28767202924,3.07E-10,9.2819E+12,3,0.021970321,355.4653827,0.034974262,1.55E-09,1.02E-08,0.009203103,0.474602934,171.3930302,177.115298
22.19278633,2.587507442,0.320369717,21340973708,2.98E-10,3.05657E+11,1,0.028867589,554.3906566,0.766767907,1.38E-09,1.10E-08,0.01639259,0.657709958,179.2182048,180.5145481
12.40283971,2.261828075,0.691921314,27778272446,1.66E-10,9.26588E+12,1,0.018637481,464.130343,0.824501997,1.18E-09,7.61E-09,0.015409997,0.627253468,156.1822604,147.7042945
13.8692357,2.778496907,0.332455345,24545162786,3.31E-10,4.87583E+12,5,0.024417234,575.6801164,0.547624447,1.12E-09,6.35E-09,0.002251388,0.328401885,221.6092386,226.5849123
27.70870557,2.346220613,0.319894951,20683942212,3.08E-10,7.56903E+12,1,0.020822292,498.7474964,0.894714619,1.60E-09,1.01E-08,0.007873778,0.485052127,132.1422915,128.5933658
25.03414101,2.855457541,0.692041335,25826997154,2.09E-10,8.50862E+11,0,0.024045201,398.5836699,0.70539598,1.26E-09,9.91E-09,0.021758255,0.381311166,101.9146706,102.5548113
10.02047804,2.630437509,0.365000544,27573558110,1.21E-10,6.42175E+12,0,0.015302385,556.5548625,0.822869812,1.79E-09,1.00E-08,0.015372324,0.334602357,53.83490375,46.66528449
14.32276596,2.472513309,0.563815022,21063003486,2.89E-10,31276995273,1,0.015103,525.93586,0.849022041,1.55E-09,7.22E-09,0.014218976,0.5472481,155.3539984,157.7541455
13.15159331,2.945614493,0.470459268,29549903351,1.89E-10,6.29292E+12,1,0.016378178,401.9309769,0.906086929,1.48E-09,6.51E-09,0.008564239,0.323687826,164.0318612,166.5640472
16.84441362,2.418536932,0.370343005,21136517084,3.04E-10,8.82239E+12,2,0.025992212,480.0325966,0.394914599,1.19E-09,1.10E-08,0.001457977,0.586234692,42.16317957,43.65975803
26.12304027,2.855564633,0.319283522,26683438371,2.80E-10,1.43994E+12,3,0.028088132,553.2658989,0.833672232,1.52E-09,1.09E-08,0.018649075,0.524002062,128.081872,132.3525007
13.44708138,3.158578421,0.571306035,28767296102,3.24E-10,2.22003E+12,2,0.021121837,426.5884074,0.758622264,1.79E-09,1.10E-08,0.009060447,0.36380983,90.24764603,87.85154306
26.76505295,2.453173077,0.320885066,22265041158,3.40E-10,7.54723E+12,5,0.026985402,373.0415811,0.875454382,1.63E-09,1.18E-08,0.014911103,0.62302401,267.1151872,269.3384093
24.02299355,2.316762069,0.340908385,25154980031,3.40E-10,7.4046E+12,4,0.01643816,452.2774991,0.119281666,1.71E-09,1.10E-08,0.006462257,0.333711845,114.5832693,110.3569368
18.09009014,3.790280508,0.411899548,24426439816,2.47E-10,7.28363E+12,3,0.01050097,580.6527425,0.129248789,1.09E-09,1.04E-08,0.002732381,0.684433053,80.84857823,73.20779868
25.0781595,2.134032458,0.495060045,22425772849,2.90E-10,3.77859E+12,2,0.014605553,418.4985569,0.580964401,1.93E-09,1.22E-08,0.027106149,0.37924956,58.66328071,68.16163806
22.52499025,2.533117661,0.51194385,27960601783,1.86E-10,7.44595E+12,5,0.021070468,394.389648,0.302758475,1.24E-09,1.23E-08,0.009057173,0.34030809,189.5884884,180.7166072
19.80389361,2.341410249,0.335326202,29080095911,3.52E-10,5.10664E+12,5,0.027553894,569.2375225,0.160167589,1.59E-09,8.28E-09,0.013643372,0.617146695,298.3244557,292.5748098
28.46072011,2.953337786,0.464946046,22916832573,1.44E-10,5.71516E+12,0,0.01411856,432.8674002,0.855234645,1.09E-09,1.09E-08,0.02755251,0.525938991,75.90004659,84.12223204
19.48310546,2.657316293,0.696710683,28670241456,1.79E-10,6.91297E+12,4,0.014155958,518.0571574,0.76020419,1.56E-09,6.81E-09,0.024104804,0.449036385,189.6222534,199.1468194
26.08154817,2.33052152,0.636592119,21561139446,1.69E-10,8.13182E+12,3,0.028762953,326.508259,0.111294119,1.23E-09,7.76E-09,0.008250288,0.621347238,97.22654947,97.91347227
13.31262364,3.737349962,0.691164965,27298372054,3.21E-10,9.64571E+12,0,0.015326573,572.9606836,0.604992911,1.03E-09,1.01E-08,0.025988897,0.60538429,242.9275098,250.9362118
26.30066579,2.418148292,0.606981768,25797261557,3.03E-10,3.75372E+11,3,0.019200442,545.9969443,0.050300216,1.79E-09,1.19E-08,0.02106087,0.662466671,112.3325442,112.471595
13.64997857,2.097144536,0.339382908,25324929979,3.37E-10,8.26972E+12,1,0.013413387,391.3126565,0.750863332,1.72E-09,9.19E-09,0.012837073,0.365341168,123.2781852,127.1071388
22.12999229,2.81625083,0.43274474,26012109298,2.24E-10,9.28387E+12,2,0.027663991,373.5069155,0.158907233,1.70E-09,8.72E-09,0.028525562,0.467657344,127.9612683,130.1405644
25.59809649,2.282107857,0.51745399,22185558918,3.39E-10,2.7758E+12,0,0.014360169,419.24004,0.752483711,1.47E-09,6.82E-09,0.019685257,0.484304939,149.1007626,157.8344418
10.19297911,2.117654951,0.507786738,28064267892,3.83E-10,1.85116E+12,1,0.014590837,389.4969835,0.641913293,1.68E-09,8.01E-09,0.024145676,0.537589656,227.6428852,219.0033319
24.68273846,2.489384571,0.434706119,23060913164,3.65E-10,2.27406E+12,5,0.016525717,441.8820326,0.454507756,1.34E-09,1.18E-08,0.001584177,0.666986193,159.9586425,157.2540741
14.78262219,3.872012613,0.347072258,22231012156,2.78E-10,6.02022E+12,2,0.013845742,406.4897871,0.878801762,1.37E-09,8.20E-09,0.007304203,0.686868884,129.1159694,130.8985449
27.63823376,3.280547582,0.636364974,26161558862,1.73E-10,5.38887E+12,5,0.027797065,449.818403,0.690158173,1.01E-09,8.06E-09,0.007158126,0.682402667,319.5825667,323.1760036
25.86731149,3.70426608,0.556668899,26732302670,1.19E-10,9.57409E+12,1,0.014937616,522.7993133,0.482129327,1.91E-09,9.03E-09,0.012157042,0.504131542,162.6718566,156.5125799
11.75844475,3.018036014,0.341528447,21927306716,3.62E-10,7.63937E+12,1,0.022961767,356.1080526,0.357518683,1.74E-09,7.45E-09,0.017181334,0.489133611,287.1511309,284.0005567
21.44038507,3.213349927,0.673872571,23783005645,1.27E-10,5.46773E+12,1,0.014277186,413.0040022,0.518027418,1.24E-09,7.07E-09,0.001312938,0.573024607,121.4296178,119.1805943
17.91225334,2.100158585,0.495456434,23479339998,2.45E-10,7.49345E+12,0,0.013797246,344.6047936,0.340350445,1.96E-09,7.34E-09,0.019697441,0.65202541,147.4218887,154.0963078
14.53706091,3.971605802,0.696356377,28117198941,3.42E-10,4.20172E+12,3,0.019356993,512.9653336,0.46328686,1.81E-09,9.39E-09,0.011653101,0.460047226,225.3253388,221.4411058
14.40855253,3.256892019,0.439612456,28946743239,3.57E-10,3.73758E+12,5,0.021912852,392.9825835,0.849678753,1.58E-09,7.48E-09,0.014942385,0.419371088,387.5639491,384.1916287
18.44771847,2.04245703,0.458301184,22864929733,2.14E-10,1.28011E+12,0,0.019532606,554.7038562,0.068817771,1.53E-09,1.04E-08,0.010568391,0.64819302,58.77865913,53.62819037
15.37778187,3.181028498,0.531915207,29449420284,3.25E-10,1.1894E+12,4,0.023699493,310.484206,0.362013196,1.01E-09,1.21E-08,0.019345265,0.426328278,225.7328538,231.680716
